gene	type
Zm00001eb094040	dTRD
Zm00001eb240940	dTRD
Zm00001eb203040	dTRD
Zm00001eb107130	dTRD
Zm00001eb418610	dTRD
Zm00001eb103160	dTRD
Zm00001eb364030	dTRD
Zm00001eb265170	dTRD
Zm00001eb210950	dTRD
Zm00001eb018970	dTRD
Zm00001eb184600	dTRD
Zm00001eb288800	dTRD
Zm00001eb418410	dTRD
Zm00001eb153400	dTRD
Zm00001eb267140	dTRD
Zm00001eb180140	dTRD
Zm00001eb169430	dTRD
Zm00001eb365200	dTRD
Zm00001eb144240	dTRD
Zm00001eb015070	dTRD
Zm00001eb067610	dTRD
Zm00001eb247690	dTRD
Zm00001eb227320	dTRD
Zm00001eb389550	dTRD
Zm00001eb324480	dTRD
Zm00001eb035640	dTRD
Zm00001eb066330	dTRD
Zm00001eb187840	dTRD
Zm00001eb035040	dTRD
Zm00001eb159820	dTRD
Zm00001eb242920	dTRD
Zm00001eb168390	dTRD
Zm00001eb361020	dTRD
Zm00001eb032840	dTRD
Zm00001eb106050	dTRD
Zm00001eb259260	dTRD
Zm00001eb343320	dTRD
Zm00001eb123450	dTRD
Zm00001eb290730	dTRD
Zm00001eb047860	dTRD
Zm00001eb032050	dTRD
Zm00001eb249430	dTRD
Zm00001eb429820	dTRD
Zm00001eb056580	dTRD
Zm00001eb226480	dTRD
Zm00001eb434520	dTRD
Zm00001eb301070	dTRD
Zm00001eb287610	dTRD
Zm00001eb200530	dTRD
Zm00001eb011750	dTRD
Zm00001eb079510	dTRD
Zm00001eb167840	dTRD
Zm00001eb119410	dTRD
Zm00001eb300760	dTRD
Zm00001eb357370	dTRD
Zm00001eb324980	dTRD
Zm00001eb089070	dTRD
Zm00001eb005630	dTRD
Zm00001eb126630	dTRD
Zm00001eb400650	dTRD
Zm00001eb410850	dTRD
Zm00001eb240990	dTRD
Zm00001eb103590	dTRD
Zm00001eb147040	dTRD
Zm00001eb029770	dTRD
Zm00001eb162030	dTRD
Zm00001eb249380	dTRD
Zm00001eb031460	dTRD
Zm00001eb025210	dTRD
Zm00001eb414270	dTRD
Zm00001eb201580	dTRD
Zm00001eb345580	dTRD
Zm00001eb197870	dTRD
Zm00001eb416230	dTRD
Zm00001eb046770	dTRD
Zm00001eb419540	dTRD
Zm00001eb155920	dTRD
Zm00001eb350040	dTRD
Zm00001eb187590	dTRD
Zm00001eb126710	dTRD
Zm00001eb025390	dTRD
Zm00001eb396820	dTRD
Zm00001eb325150	dTRD
Zm00001eb259070	dTRD
Zm00001eb002270	dTRD
Zm00001eb056130	dTRD
Zm00001eb320490	dTRD
Zm00001eb380520	dTRD
Zm00001eb255590	dTRD
Zm00001eb327590	dTRD
Zm00001eb378710	dTRD
Zm00001eb135310	dTRD
Zm00001eb285730	dTRD
Zm00001eb116970	dTRD
Zm00001eb340720	dTRD
Zm00001eb017520	dTRD
Zm00001eb003850	dTRD
Zm00001eb418310	dTRD
Zm00001eb152450	dTRD
Zm00001eb153790	dTRD
Zm00001eb357210	dTRD
Zm00001eb016370	dTRD
Zm00001eb330160	dTRD
Zm00001eb175460	dTRD
Zm00001eb324630	dTRD
Zm00001eb013230	dTRD
Zm00001eb066770	dTRD
Zm00001eb116820	dTRD
Zm00001eb334470	dTRD
Zm00001eb166480	dTRD
Zm00001eb066930	dTRD
Zm00001eb037070	dTRD
Zm00001eb219050	dTRD
Zm00001eb076370	dTRD
Zm00001eb049690	dTRD
Zm00001eb283920	dTRD
Zm00001eb277740	dTRD
Zm00001eb396850	dTRD
Zm00001eb096080	dTRD
Zm00001eb265570	dTRD
Zm00001eb092730	dTRD
Zm00001eb228530	dTRD
Zm00001eb412800	dTRD
Zm00001eb257430	dTRD
Zm00001eb022900	dTRD
Zm00001eb006530	dTRD
Zm00001eb138300	dTRD
Zm00001eb411150	dTRD
Zm00001eb099780	dTRD
Zm00001eb327240	dTRD
Zm00001eb203730	dTRD
Zm00001eb203220	dTRD
Zm00001eb365990	dTRD
Zm00001eb219750	dTRD
Zm00001eb260920	dTRD
Zm00001eb207530	dTRD
Zm00001eb224570	dTRD
Zm00001eb001050	dTRD
Zm00001eb301200	dTRD
Zm00001eb348080	dTRD
Zm00001eb133840	dTRD
Zm00001eb375160	dTRD
Zm00001eb005740	dTRD
Zm00001eb050970	dTRD
Zm00001eb118420	dTRD
Zm00001eb331830	dTRD
Zm00001eb128020	dTRD
Zm00001eb134520	dTRD
Zm00001eb267410	dTRD
Zm00001eb095120	dTRD
Zm00001eb083900	dTRD
Zm00001eb082060	dTRD
Zm00001eb196570	dTRD
Zm00001eb258670	dTRD
Zm00001eb323750	dTRD
Zm00001eb416540	dTRD
Zm00001eb391760	dTRD
Zm00001eb110360	dTRD
Zm00001eb376650	dTRD
Zm00001eb055910	dTRD
Zm00001eb022010	dTRD
Zm00001eb022840	dTRD
Zm00001eb291040	dTRD
Zm00001eb242340	dTRD
Zm00001eb113950	dTRD
Zm00001eb340500	dTRD
Zm00001eb053130	dTRD
Zm00001eb272640	dTRD
Zm00001eb178070	dTRD
Zm00001eb412930	dTRD
Zm00001eb059950	dTRD
Zm00001eb126780	dTRD
Zm00001eb339420	dTRD
Zm00001eb233920	dTRD
Zm00001eb064900	dTRD
Zm00001eb158950	dTRD
Zm00001eb311830	dTRD
Zm00001eb281340	dTRD
Zm00001eb201870	dTRD
Zm00001eb329630	dTRD
Zm00001eb102790	dTRD
Zm00001eb409700	dTRD
Zm00001eb111980	dTRD
Zm00001eb381280	dTRD
Zm00001eb276150	dTRD
Zm00001eb381170	dTRD
Zm00001eb178000	dTRD
Zm00001eb381210	dTRD
Zm00001eb042230	dTRD
Zm00001eb018700	dTRD
Zm00001eb420690	dTRD
Zm00001eb369100	dTRD
Zm00001eb001690	dTRD
Zm00001eb034000	dTRD
Zm00001eb067590	dTRD
Zm00001eb023280	dTRD
Zm00001eb043650	dTRD
Zm00001eb109800	dTRD
Zm00001eb201760	dTRD
Zm00001eb153240	dTRD
Zm00001eb419680	dTRD
Zm00001eb247930	dTRD
Zm00001eb167300	dTRD
Zm00001eb107280	dTRD
Zm00001eb049650	dTRD
Zm00001eb234500	dTRD
Zm00001eb086640	dTRD
Zm00001eb331760	dTRD
Zm00001eb228230	dTRD
Zm00001eb269660	dTRD
Zm00001eb105040	dTRD
Zm00001eb249690	dTRD
Zm00001eb113030	dTRD
Zm00001eb041790	dTRD
Zm00001eb057350	dTRD
Zm00001eb340280	dTRD
Zm00001eb157170	dTRD
Zm00001eb065810	dTRD
Zm00001eb024680	dTRD
Zm00001eb356370	dTRD
Zm00001eb336690	dTRD
Zm00001eb282590	dTRD
Zm00001eb358090	dTRD
Zm00001eb426260	dTRD
Zm00001eb067520	dTRD
Zm00001eb030680	dTRD
Zm00001eb147730	dTRD
Zm00001eb169330	dTRD
Zm00001eb095760	dTRD
Zm00001eb086570	dTRD
Zm00001eb345530	dTRD
Zm00001eb297750	dTRD
Zm00001eb086310	dTRD
Zm00001eb413000	dTRD
Zm00001eb080770	dTRD
Zm00001eb382260	dTRD
Zm00001eb084910	dTRD
Zm00001eb244220	dTRD
Zm00001eb174360	dTRD
Zm00001eb366380	dTRD
Zm00001eb362910	dTRD
Zm00001eb168000	dTRD
Zm00001eb046040	dTRD
Zm00001eb223600	dTRD
Zm00001eb082900	dTRD
Zm00001eb058750	dTRD
Zm00001eb365750	dTRD
Zm00001eb325280	dTRD
Zm00001eb161030	dTRD
Zm00001eb320860	dTRD
Zm00001eb168440	dTRD
Zm00001eb258960	dTRD
Zm00001eb009780	dTRD
Zm00001eb215900	dTRD
Zm00001eb014900	dTRD
Zm00001eb119990	dTRD
Zm00001eb315940	dTRD
Zm00001eb213640	dTRD
Zm00001eb088260	dTRD
Zm00001eb216930	dTRD
Zm00001eb340520	dTRD
Zm00001eb055320	dTRD
Zm00001eb121590	dTRD
Zm00001eb248460	dTRD
Zm00001eb421590	dTRD
Zm00001eb074890	dTRD
Zm00001eb287900	dTRD
Zm00001eb036580	dTRD
Zm00001eb010070	dTRD
Zm00001eb005670	dTRD
Zm00001eb400790	dTRD
Zm00001eb237340	dTRD
Zm00001eb113530	dTRD
Zm00001eb173260	dTRD
Zm00001eb340740	dTRD
Zm00001eb139600	dTRD
Zm00001eb140690	dTRD
Zm00001eb037580	dTRD
Zm00001eb153310	dTRD
Zm00001eb353850	dTRD
Zm00001eb325910	dTRD
Zm00001eb377750	dTRD
Zm00001eb349810	dTRD
Zm00001eb349820	dTRD
Zm00001eb314260	dTRD
Zm00001eb147480	dTRD
Zm00001eb174480	dTRD
Zm00001eb256460	dTRD
Zm00001eb368600	dTRD
Zm00001eb286350	dTRD
Zm00001eb413920	dTRD
Zm00001eb281920	dTRD
Zm00001eb123200	dTRD
Zm00001eb138760	dTRD
Zm00001eb168870	dTRD
Zm00001eb089730	dTRD
Zm00001eb412300	dTRD
Zm00001eb361310	dTRD
Zm00001eb392200	dTRD
Zm00001eb114840	dTRD
Zm00001eb160220	dTRD
Zm00001eb065090	dTRD
Zm00001eb122060	dTRD
Zm00001eb290720	dTRD
Zm00001eb421050	dTRD
Zm00001eb110410	dTRD
Zm00001eb222410	dTRD
Zm00001eb399020	dTRD
Zm00001eb430230	dTRD
Zm00001eb013610	dTRD
Zm00001eb037590	dTRD
Zm00001eb067360	dTRD
Zm00001eb166970	dTRD
Zm00001eb096460	dTRD
Zm00001eb235320	dTRD
Zm00001eb058700	dTRD
Zm00001eb126680	dTRD
Zm00001eb361230	dTRD
Zm00001eb389520	dTRD
Zm00001eb426370	dTRD
Zm00001eb074400	dTRD
Zm00001eb218700	dTRD
Zm00001eb323060	dTRD
Zm00001eb386140	dTRD
Zm00001eb363640	dTRD
Zm00001eb072590	dTRD
Zm00001eb167500	dTRD
Zm00001eb247190	dTRD
Zm00001eb060480	dTRD
Zm00001eb307100	dTRD
Zm00001eb281570	dTRD
Zm00001eb292380	dTRD
Zm00001eb078800	dTRD
Zm00001eb213570	dTRD
Zm00001eb212990	dTRD
Zm00001eb032550	dTRD
Zm00001eb184790	dTRD
Zm00001eb018150	dTRD
Zm00001eb190240	dTRD
Zm00001eb189430	dTRD
Zm00001eb165610	dTRD
Zm00001eb071480	dTRD
Zm00001eb300060	dTRD
Zm00001eb425560	dTRD
Zm00001eb191070	dTRD
Zm00001eb014460	dTRD
Zm00001eb152640	dTRD
Zm00001eb078160	dTRD
Zm00001eb198790	dTRD
Zm00001eb086700	dTRD
Zm00001eb383670	dTRD
Zm00001eb384970	dTRD
Zm00001eb231660	dTRD
Zm00001eb269430	dTRD
Zm00001eb032160	dTRD
Zm00001eb414240	dTRD
Zm00001eb173890	dTRD
Zm00001eb197580	dTRD
Zm00001eb195540	dTRD
Zm00001eb078370	dTRD
Zm00001eb377180	dTRD
Zm00001eb287100	dTRD
Zm00001eb150000	dTRD
Zm00001eb356440	dTRD
Zm00001eb362070	dTRD
Zm00001eb044140	dTRD
Zm00001eb192880	dTRD
Zm00001eb277300	dTRD
Zm00001eb191580	dTRD
Zm00001eb084350	dTRD
Zm00001eb068890	dTRD
Zm00001eb048680	dTRD
Zm00001eb322580	dTRD
Zm00001eb308680	dTRD
Zm00001eb111170	dTRD
Zm00001eb074080	dTRD
Zm00001eb100490	dTRD
Zm00001eb409530	dTRD
Zm00001eb271750	dTRD
Zm00001eb246520	dTRD
Zm00001eb252800	dTRD
Zm00001eb262530	dTRD
Zm00001eb258370	dTRD
Zm00001eb283130	dTRD
Zm00001eb385600	dTRD
Zm00001eb345770	dTRD
Zm00001eb235570	dTRD
Zm00001eb035180	dTRD
Zm00001eb427900	dTRD
Zm00001eb305790	dTRD
Zm00001eb042670	dTRD
Zm00001eb428800	dTRD
Zm00001eb425880	dTRD
Zm00001eb316860	dTRD
Zm00001eb418080	dTRD
Zm00001eb114230	dTRD
Zm00001eb110990	dTRD
Zm00001eb379550	dTRD
Zm00001eb190530	dTRD
Zm00001eb141210	dTRD
Zm00001eb133350	dTRD
Zm00001eb408620	dTRD
Zm00001eb157450	dTRD
Zm00001eb198700	dTRD
Zm00001eb223040	dTRD
Zm00001eb242510	dTRD
Zm00001eb284410	dTRD
Zm00001eb093070	dTRD
Zm00001eb331740	dTRD
Zm00001eb288380	dTRD
Zm00001eb362540	dTRD
Zm00001eb167240	dTRD
Zm00001eb171990	dTRD
Zm00001eb361140	dTRD
Zm00001eb414760	dTRD
Zm00001eb228410	dTRD
Zm00001eb234990	dTRD
Zm00001eb090100	dTRD
Zm00001eb390880	dTRD
Zm00001eb037990	dTRD
Zm00001eb034540	dTRD
Zm00001eb008940	dTRD
Zm00001eb424660	dTRD
Zm00001eb192000	dTRD
Zm00001eb303000	dTRD
Zm00001eb312640	dTRD
Zm00001eb207680	dTRD
Zm00001eb043150	dTRD
Zm00001eb008810	dTRD
Zm00001eb377440	dTRD
Zm00001eb110690	dTRD
Zm00001eb096240	dTRD
Zm00001eb172780	dTRD
Zm00001eb186450	dTRD
Zm00001eb231730	dTRD
Zm00001eb223370	dTRD
Zm00001eb217170	dTRD
Zm00001eb015740	dTRD
Zm00001eb006990	dTRD
Zm00001eb133780	dTRD
Zm00001eb016910	dTRD
Zm00001eb411450	dTRD
Zm00001eb212460	dTRD
Zm00001eb395090	dTRD
Zm00001eb151530	dTRD
Zm00001eb167320	dTRD
Zm00001eb055840	dTRD
Zm00001eb118470	dTRD
Zm00001eb173190	dTRD
Zm00001eb164250	dTRD
Zm00001eb151660	dTRD
Zm00001eb261740	dTRD
Zm00001eb087640	dTRD
Zm00001eb407340	dTRD
Zm00001eb340770	dTRD
Zm00001eb195270	dTRD
Zm00001eb138280	dTRD
Zm00001eb363150	dTRD
Zm00001eb164960	dTRD
Zm00001eb278810	dTRD
Zm00001eb356400	dTRD
Zm00001eb389040	dTRD
Zm00001eb213760	dTRD
Zm00001eb399990	dTRD
Zm00001eb078300	dTRD
Zm00001eb309330	dTRD
Zm00001eb302890	dTRD
Zm00001eb008880	dTRD
Zm00001eb215990	dTRD
Zm00001eb322450	dTRD
Zm00001eb153770	dTRD
Zm00001eb135040	dTRD
Zm00001eb334500	dTRD
Zm00001eb252360	dTRD
Zm00001eb364750	dTRD
Zm00001eb219260	dTRD
Zm00001eb428060	dTRD
Zm00001eb139710	dTRD
Zm00001eb050070	dTRD
Zm00001eb370370	dTRD
Zm00001eb400170	dTRD
Zm00001eb108890	dTRD
Zm00001eb108850	dTRD
Zm00001eb174120	dTRD
Zm00001eb326890	dTRD
Zm00001eb127420	dTRD
Zm00001eb326710	dTRD
Zm00001eb394790	dTRD
Zm00001eb049370	dTRD
Zm00001eb176980	dTRD
Zm00001eb369880	dTRD
Zm00001eb341450	dTRD
Zm00001eb150210	dTRD
Zm00001eb346990	dTRD
Zm00001eb272340	dTRD
Zm00001eb389080	dTRD
Zm00001eb094440	dTRD
Zm00001eb394650	dTRD
Zm00001eb302530	dTRD
Zm00001eb326270	dTRD
Zm00001eb203570	dTRD
Zm00001eb097770	dTRD
Zm00001eb128590	dTRD
Zm00001eb000120	dTRD
Zm00001eb198940	dTRD
Zm00001eb304620	dTRD
Zm00001eb349910	dTRD
Zm00001eb165770	dTRD
Zm00001eb426320	dTRD
Zm00001eb020790	dTRD
Zm00001eb068210	dTRD
Zm00001eb325930	dTRD
Zm00001eb409230	dTRD
Zm00001eb088660	dTRD
Zm00001eb251560	dTRD
Zm00001eb011350	dTRD
Zm00001eb306310	dTRD
Zm00001eb181930	dTRD
Zm00001eb181920	dTRD
Zm00001eb389750	dTRD
Zm00001eb408860	dTRD
Zm00001eb286120	dTRD
Zm00001eb214670	dTRD
Zm00001eb187990	dTRD
Zm00001eb117200	dTRD
Zm00001eb159100	dTRD
Zm00001eb056740	dTRD
Zm00001eb046200	dTRD
Zm00001eb331050	dTRD
Zm00001eb270440	dTRD
Zm00001eb052940	dTRD
Zm00001eb227080	dTRD
Zm00001eb059100	dTRD
Zm00001eb313430	dTRD
Zm00001eb126690	dTRD
Zm00001eb344450	dTRD
Zm00001eb166700	dTRD
Zm00001eb177830	dTRD
Zm00001eb122140	dTRD
Zm00001eb150290	dTRD
Zm00001eb200180	dTRD
Zm00001eb013820	dTRD
Zm00001eb306010	dTRD
Zm00001eb330630	dTRD
Zm00001eb145920	dTRD
Zm00001eb254580	dTRD
Zm00001eb432350	dTRD
Zm00001eb325850	dTRD
Zm00001eb134690	dTRD
Zm00001eb320690	dTRD
Zm00001eb345420	dTRD
Zm00001eb128220	dTRD
Zm00001eb297640	dTRD
Zm00001eb397910	dTRD
Zm00001eb173770	dTRD
Zm00001eb281590	dTRD
Zm00001eb229650	dTRD
Zm00001eb007700	dTRD
Zm00001eb260100	dTRD
Zm00001eb075820	dTRD
Zm00001eb239690	dTRD
Zm00001eb142430	dTRD
Zm00001eb127580	dTRD
Zm00001eb243630	dTRD
Zm00001eb047530	dTRD
Zm00001eb047540	dTRD
Zm00001eb154440	dTRD
Zm00001eb408800	dTRD
Zm00001eb133000	dTRD
Zm00001eb123900	dTRD
Zm00001eb129020	dTRD
Zm00001eb187100	dTRD
Zm00001eb223500	dTRD
Zm00001eb126880	dTRD
Zm00001eb376590	dTRD
Zm00001eb157830	dTRD
Zm00001eb224010	dTRD
Zm00001eb021960	dTRD
Zm00001eb102460	dTRD
Zm00001eb251380	dTRD
Zm00001eb418330	dTRD
Zm00001eb297720	dTRD
Zm00001eb210430	dTRD
Zm00001eb013660	dTRD
Zm00001eb056760	dTRD
Zm00001eb320900	dTRD
Zm00001eb332930	dTRD
Zm00001eb287070	dTRD
Zm00001eb003370	dTRD
Zm00001eb426030	dTRD
Zm00001eb192180	dTRD
Zm00001eb158790	dTRD
Zm00001eb334360	dTRD
Zm00001eb302320	dTRD
Zm00001eb352950	dTRD
Zm00001eb370220	dTRD
Zm00001eb114070	dTRD
Zm00001eb319400	dTRD
Zm00001eb010150	dTRD
Zm00001eb039360	dTRD
Zm00001eb319930	dTRD
Zm00001eb399150	dTRD
Zm00001eb121190	dTRD
Zm00001eb133210	dTRD
Zm00001eb209080	dTRD
Zm00001eb416790	dTRD
Zm00001eb345210	dTRD
Zm00001eb030660	dTRD
Zm00001eb160080	dTRD
Zm00001eb000560	dTRD
Zm00001eb089330	dTRD
Zm00001eb154460	dTRD
Zm00001eb097250	dTRD
Zm00001eb414590	dTRD
Zm00001eb392680	dTRD
Zm00001eb192990	dTRD
Zm00001eb063280	dTRD
Zm00001eb099650	dTRD
Zm00001eb336750	dTRD
Zm00001eb321350	dTRD
Zm00001eb280260	dTRD
Zm00001eb335950	dTRD
Zm00001eb011850	dTRD
Zm00001eb162810	dTRD
Zm00001eb117220	dTRD
Zm00001eb406680	dTRD
Zm00001eb340990	dTRD
Zm00001eb134750	dTRD
Zm00001eb406690	dTRD
Zm00001eb324060	dTRD
Zm00001eb099760	dTRD
Zm00001eb177450	dTRD
Zm00001eb192600	dTRD
Zm00001eb083110	dTRD
Zm00001eb178360	dTRD
Zm00001eb187910	dTRD
Zm00001eb119050	dTRD
Zm00001eb261830	dTRD
Zm00001eb378990	dTRD
Zm00001eb229250	dTRD
Zm00001eb040890	dTRD
Zm00001eb380460	dTRD
Zm00001eb418700	dTRD
Zm00001eb319540	dTRD
Zm00001eb164620	dTRD
Zm00001eb427910	dTRD
Zm00001eb332340	dTRD
Zm00001eb416530	dTRD
Zm00001eb013100	dTRD
Zm00001eb397190	dTRD
Zm00001eb103710	dTRD
Zm00001eb420550	dTRD
Zm00001eb015510	dTRD
Zm00001eb326010	dTRD
Zm00001eb110210	dTRD
Zm00001eb113250	dTRD
Zm00001eb041550	dTRD
Zm00001eb320110	dTRD
Zm00001eb130530	dTRD
Zm00001eb277910	dTRD
Zm00001eb329480	dTRD
Zm00001eb052890	dTRD
Zm00001eb014520	dTRD
Zm00001eb330010	dTRD
Zm00001eb415940	dTRD
Zm00001eb092230	dTRD
Zm00001eb429420	dTRD
Zm00001eb176770	dTRD
Zm00001eb122170	dTRD
Zm00001eb059220	dTRD
Zm00001eb303120	dTRD
Zm00001eb293010	dTRD
Zm00001eb166390	dTRD
Zm00001eb183000	dTRD
Zm00001eb133930	dTRD
Zm00001eb259340	dTRD
Zm00001eb244930	dTRD
Zm00001eb121220	dTRD
Zm00001eb291050	dTRD
Zm00001eb304820	dTRD
Zm00001eb421490	dTRD
Zm00001eb331230	dTRD
Zm00001eb328090	dTRD
Zm00001eb047820	dTRD
Zm00001eb045630	dTRD
Zm00001eb143200	dTRD
Zm00001eb041280	dTRD
Zm00001eb418940	dTRD
Zm00001eb087630	dTRD
Zm00001eb008430	dTRD
Zm00001eb324080	dTRD
Zm00001eb233270	dTRD
Zm00001eb019610	dTRD
Zm00001eb243530	dTRD
Zm00001eb180880	dTRD
Zm00001eb322900	dTRD
Zm00001eb323680	dTRD
Zm00001eb080240	dTRD
Zm00001eb080250	dTRD
Zm00001eb431540	dTRD
Zm00001eb052040	dTRD
Zm00001eb133040	dTRD
Zm00001eb121650	dTRD
Zm00001eb224780	dTRD
Zm00001eb121610	dTRD
Zm00001eb170360	dTRD
Zm00001eb102530	dTRD
Zm00001eb142370	dTRD
Zm00001eb156510	dTRD
Zm00001eb100110	dTRD
Zm00001eb001040	dTRD
Zm00001eb150370	dTRD
Zm00001eb338650	dTRD
Zm00001eb271180	dTRD
Zm00001eb022230	dTRD
Zm00001eb239520	dTRD
Zm00001eb383420	dTRD
Zm00001eb309470	dTRD
Zm00001eb300360	dTRD
Zm00001eb239060	dTRD
Zm00001eb248010	dTRD
Zm00001eb050010	dTRD
Zm00001eb126140	dTRD
Zm00001eb382650	dTRD
Zm00001eb274380	dTRD
Zm00001eb244060	dTRD
Zm00001eb423100	dTRD
Zm00001eb182300	dTRD
Zm00001eb103670	dTRD
Zm00001eb083700	dTRD
Zm00001eb376410	dTRD
Zm00001eb374810	dTRD
Zm00001eb143320	dTRD
Zm00001eb268180	dTRD
Zm00001eb053440	dTRD
Zm00001eb134090	dTRD
Zm00001eb000210	dTRD
Zm00001eb307890	dTRD
Zm00001eb304990	dTRD
Zm00001eb358280	dTRD
Zm00001eb172300	dTRD
Zm00001eb148310	dTRD
Zm00001eb185780	dTRD
Zm00001eb277480	dTRD
Zm00001eb105070	dTRD
Zm00001eb178700	dTRD
Zm00001eb045840	dTRD
Zm00001eb237700	dTRD
Zm00001eb002040	dTRD
Zm00001eb002330	dTRD
Zm00001eb002520	dTRD
Zm00001eb002540	dTRD
Zm00001eb002570	dTRD
Zm00001eb002690	dTRD
Zm00001eb003480	dTRD
Zm00001eb003760	dTRD
Zm00001eb003780	dTRD
Zm00001eb003960	dTRD
Zm00001eb004060	dTRD
Zm00001eb004210	dTRD
Zm00001eb004230	dTRD
Zm00001eb004300	dTRD
Zm00001eb004780	dTRD
Zm00001eb005010	dTRD
Zm00001eb005660	dTRD
Zm00001eb005840	dTRD
Zm00001eb007140	dTRD
Zm00001eb007990	dTRD
Zm00001eb008010	dTRD
Zm00001eb008340	dTRD
Zm00001eb008520	dTRD
Zm00001eb008530	dTRD
Zm00001eb009020	dTRD
Zm00001eb009320	dTRD
Zm00001eb009340	dTRD
Zm00001eb009580	dTRD
Zm00001eb010360	dTRD
Zm00001eb010420	dTRD
Zm00001eb011450	dTRD
Zm00001eb011830	dTRD
Zm00001eb013140	dTRD
Zm00001eb013700	dTRD
Zm00001eb014450	dTRD
Zm00001eb014490	dTRD
Zm00001eb014570	dTRD
Zm00001eb014600	dTRD
Zm00001eb014820	dTRD
Zm00001eb014890	dTRD
Zm00001eb015090	dTRD
Zm00001eb015350	dTRD
Zm00001eb015750	dTRD
Zm00001eb016110	dTRD
Zm00001eb016720	dTRD
Zm00001eb016850	dTRD
Zm00001eb017680	dTRD
Zm00001eb019180	dTRD
Zm00001eb019600	dTRD
Zm00001eb020280	dTRD
Zm00001eb020340	dTRD
Zm00001eb020600	dTRD
Zm00001eb020820	dTRD
Zm00001eb021780	dTRD
Zm00001eb022020	dTRD
Zm00001eb022220	dTRD
Zm00001eb022880	dTRD
Zm00001eb023680	dTRD
Zm00001eb024130	dTRD
Zm00001eb024160	dTRD
Zm00001eb024430	dTRD
Zm00001eb024550	dTRD
Zm00001eb024870	dTRD
Zm00001eb025170	dTRD
Zm00001eb025560	dTRD
Zm00001eb026030	dTRD
Zm00001eb026560	dTRD
Zm00001eb027550	dTRD
Zm00001eb027620	dTRD
Zm00001eb027660	dTRD
Zm00001eb027810	dTRD
Zm00001eb028200	dTRD
Zm00001eb028380	dTRD
Zm00001eb028670	dTRD
Zm00001eb029080	dTRD
Zm00001eb029720	dTRD
Zm00001eb029960	dTRD
Zm00001eb030360	dTRD
Zm00001eb030720	dTRD
Zm00001eb030970	dTRD
Zm00001eb031510	dTRD
Zm00001eb032340	dTRD
Zm00001eb032690	dTRD
Zm00001eb032790	dTRD
Zm00001eb033120	dTRD
Zm00001eb033390	dTRD
Zm00001eb033860	dTRD
Zm00001eb033950	dTRD
Zm00001eb034810	dTRD
Zm00001eb034830	dTRD
Zm00001eb034900	dTRD
Zm00001eb034960	dTRD
Zm00001eb035440	dTRD
Zm00001eb035590	dTRD
Zm00001eb035800	dTRD
Zm00001eb035950	dTRD
Zm00001eb036520	dTRD
Zm00001eb037240	dTRD
Zm00001eb037250	dTRD
Zm00001eb039330	dTRD
Zm00001eb039350	dTRD
Zm00001eb039390	dTRD
Zm00001eb039740	dTRD
Zm00001eb040790	dTRD
Zm00001eb040800	dTRD
Zm00001eb041390	dTRD
Zm00001eb042350	dTRD
Zm00001eb042520	dTRD
Zm00001eb042610	dTRD
Zm00001eb042910	dTRD
Zm00001eb043110	dTRD
Zm00001eb043460	dTRD
Zm00001eb043770	dTRD
Zm00001eb043780	dTRD
Zm00001eb043830	dTRD
Zm00001eb044160	dTRD
Zm00001eb044260	dTRD
Zm00001eb044310	dTRD
Zm00001eb044440	dTRD
Zm00001eb046100	dTRD
Zm00001eb047060	dTRD
Zm00001eb047140	dTRD
Zm00001eb047550	dTRD
Zm00001eb047740	dTRD
Zm00001eb047760	dTRD
Zm00001eb047880	dTRD
Zm00001eb047920	dTRD
Zm00001eb048500	dTRD
Zm00001eb048730	dTRD
Zm00001eb048810	dTRD
Zm00001eb049210	dTRD
Zm00001eb049730	dTRD
Zm00001eb049800	dTRD
Zm00001eb049830	dTRD
Zm00001eb049990	dTRD
Zm00001eb050370	dTRD
Zm00001eb050610	dTRD
Zm00001eb051160	dTRD
Zm00001eb052080	dTRD
Zm00001eb052800	dTRD
Zm00001eb052910	dTRD
Zm00001eb053010	dTRD
Zm00001eb053120	dTRD
Zm00001eb053170	dTRD
Zm00001eb053580	dTRD
Zm00001eb053970	dTRD
Zm00001eb054090	dTRD
Zm00001eb054320	dTRD
Zm00001eb054490	dTRD
Zm00001eb054830	dTRD
Zm00001eb054870	dTRD
Zm00001eb055070	dTRD
Zm00001eb055120	dTRD
Zm00001eb056820	dTRD
Zm00001eb056930	dTRD
Zm00001eb057160	dTRD
Zm00001eb057590	dTRD
Zm00001eb057820	dTRD
Zm00001eb058260	dTRD
Zm00001eb058400	dTRD
Zm00001eb058490	dTRD
Zm00001eb059230	dTRD
Zm00001eb059590	dTRD
Zm00001eb060130	dTRD
Zm00001eb060200	dTRD
Zm00001eb060310	dTRD
Zm00001eb060520	dTRD
Zm00001eb060680	dTRD
Zm00001eb060990	dTRD
Zm00001eb061360	dTRD
Zm00001eb061510	dTRD
Zm00001eb061610	dTRD
Zm00001eb061820	dTRD
Zm00001eb063260	dTRD
Zm00001eb063410	dTRD
Zm00001eb063780	dTRD
Zm00001eb064400	dTRD
Zm00001eb064780	dTRD
Zm00001eb064870	dTRD
Zm00001eb065890	dTRD
Zm00001eb066390	dTRD
Zm00001eb066610	dTRD
Zm00001eb066880	dTRD
Zm00001eb066890	dTRD
Zm00001eb066940	dTRD
